"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
1793721,"Stenotrophomonas sp. KCTC 12332",4541594,3699,NA,"310387","bioproject_id"
1226968,"Azospirillum humicireducens",3181617,2833,NA,"318554","bioproject_id"
1225786,"Dickeya solani",4919833,4059,NA,"317288","bioproject_id"
1699624,"Psychrobacter sp. P11G5",3519144,2755,"Isolated from a collection of Arctic marine bacteria.","292376","bioproject_id"
1813182,"Geobacillus sp. JS12",3721489,3070,"Isolated from composts located in Namhae, Korea.","314835","bioproject_id"
453304,"Agromyces aureus",4373124,3698,NA,"302856","bioproject_id"
1437453,"Streptomyces leeuwenhoekii",8122491,7005,NA,"284471","bioproject_id"
419475,"Ochrobactrum pseudogrignonense",4992805,4552,NA,"321461","bioproject_id"
1112,"Porphyrobacter neustonensis",3090363,2793,NA,"322640","bioproject_id"
61652,"Serratia rubidaea",4922834,4486,NA,"311262","bioproject_id"
1176587,"Niabella ginsenosidivorans",5627734,4619,NA,"321784","bioproject_id"
1862950,"Rhizobiales bacterium NRL2",4700671,4323,NA,"244670","bioproject_id"
1703962,"Rhizobium sp. N1341",6555560,6171,NA,"293118","bioproject_id"
1302659,"Planococcus sp. L10.15",3330075,3145,NA,"192562","bioproject_id"
1759059,"Caulobacteraceae bacterium OTSz_A_272",3732719,3743,NA,"302799","bioproject_id"
418699,"Azoarcus olearius",4451751,4068,"Isolated from oil-contaminated soil in Taiwan.","280719","bioproject_id"
1868325,"Prosthecochloris sp. CIB 2401",2399849,2200,"Isolated from the hypersaline Cibollar Lake, a coastal brackish lagoon on Mallorca Island.","326504","bioproject_id"
1407071,"Acinetobacter sp. TGL-Y2",3691287,3349,NA,"293381","bioproject_id"
1490057,"Anoxybacillus sp. B7M1",3869056,3743,NA,"314079","bioproject_id"
1548547,"Woeseia oceani",4059891,3571,NA,"326567","bioproject_id"
1185653,"Planococcus antarcticus",3804624,3492,NA,"328184","bioproject_id"
292800,"Flavonifractor plautii",3818478,3592,NA,"317592","bioproject_id"
1834196,"Lachnoclostridium sp. YL32",7225339,6247,NA,"317592","bioproject_id"
1300347,"Nocardioides dokdonensis",4376707,4104,NA,"191956","bioproject_id"
1855519,"Sphingobium sp. EP60837",4261696,4075,NA,"323951","bioproject_id"
497725,"Kosakonia oryzae",5303342,4773,NA,"309028","bioproject_id"
1630135,"Dermabacter vaginalis",2392314,2129,NA,"286956","bioproject_id"
670052,"Cryobacterium arcticum",4351229,3936,NA,"326192","bioproject_id"
1758689,"Serinicoccus sp. JLT9",3597394,3308,"Isolated from the shallow-sea hydrothermal system.","316485","bioproject_id"
1834198,"Ruminiclostridium sp. KB18",3802844,3657,NA,"317592","bioproject_id"
1834200,"Parabacteroides sp. YL27",3306457,2641,NA,"317592","bioproject_id"
1834207,"Erysipelotrichaceae bacterium I46",4468297,4138,NA,"317592","bioproject_id"
2055,"Gordonia terrae",5701501,4939,NA,"330541","bioproject_id"
1860122,"Halothiobacillus sp. LS2",2908964,2525,NA,"325348","bioproject_id"
1191459,"Flammeovirga sp. MY04",7327614,5556,NA,"167040","bioproject_id"
1792508,"Yangia sp. CCB-MM3",5522061,4938,"Isolated from soil sediment in the estuarine Matang Mangrove, Malaysia.","310305","bioproject_id"
1790137,"Wenyingzhuangia fucanilytica",3427057,2752,NA,"309604","bioproject_id"
1232385,"Brevibacterium flavum ZL-1",3340941,2998,NA,"175240","bioproject_id"
1082933,"Mesorhizobium amorphae",7343952,6556,NA,"318467","bioproject_id"
645517,"Altererythrobacter namhicola",2591679,2513,NA,"319016","bioproject_id"
1586287,"Lentzea guizhouensis",9997872,8927,NA,"328305","bioproject_id"
1842540,"Methyloversatilis sp. RAC08",3937190,3557,NA,"319835","bioproject_id"
1842535,"Blastomonas sp. RAC04",4403499,4126,NA,"319833","bioproject_id"
414778,"Planococcus donghaensis",3319331,3099,NA,"330591","bioproject_id"
255247,"Fictibacillus arsenicus",4055461,3951,NA,"283673","bioproject_id"
1197717,"Cloacibacillus porcorum",3585187,3108,NA,"335387","bioproject_id"
1810504,"Immundisolibacter cernigliae",3243537,2926,NA,"314077","bioproject_id"
1842537,"Hydrogenophaga sp. RAC07",4674684,4366,NA,"319837","bioproject_id"
202462,"Maize bushy stunt phytoplasma",576118,485,NA,"317711","bioproject_id"
1619077,"Candidate division TM6 bacterium GW2011_GWF2_28_16",853053,855,NA,"273161","bioproject_id"
1796616,"Blautia sp. YL58",5128746,4527,NA,"317592","bioproject_id"
39950,"Dialister pneumosintes",1274073,1164,NA,"282954","bioproject_id"
1246,"Leuconostoc lactis",1788069,1646,NA,"327015","bioproject_id"
1843368,"Sphingobium sp. RAC03",4369746,4144,NA,"319832","bioproject_id"
1842539,"Bosea sp. RAC05",5620120,5352,NA,"319834","bioproject_id"
1889813,"Anaerolineaceae bacterium oral taxon 439",2945494,2541,NA,"282954","bioproject_id"
1618600,"Candidatus Woesebacteria bacterium GW2011_GWF1_31_35",819458,909,NA,"273161","bioproject_id"
1336794,"Formosa sp. Hel1_33_131",2735158,2628,NA,"328568","bioproject_id"
692370,"Altererythrobacter dongtanensis",3009495,2897,NA,"319016","bioproject_id"
1144748,"Kangiella sediminilitoris",2496140,2308,NA,"293128","bioproject_id"
1896196,"Porphyrobacter sp. LM 6",2979257,2842,NA,"340879","bioproject_id"
430522,"Pedobacter steynii",6581659,5362,NA,"339039","bioproject_id"
1749259,"Marinobacter sp. LQ44",4435564,3905,NA,"301177","bioproject_id"
190721,"Ralstonia insidiosa",5987762,5819,NA,"288137","bioproject_id"
340345,"Actinoalloteichus hymeniacidonis",6306386,5346,NA,"273752","bioproject_id"
1215089,"Planococcus halocryophilus",3424893,3211,NA,"328203","bioproject_id"
712710,"Tannerella sp. oral taxon HOT-286",2973531,2330,NA,"282954","bioproject_id"
1193502,"Sulfurospirillum halorespirans",3029840,2965,NA,"167309","bioproject_id"
1426,"Parageobacillus thermoglucosidans",3873116,3576,NA,"296418","bioproject_id"
1771959,"Arthrobacter sp. ATCC 21022",4434904,3895,NA,"306041","bioproject_id"
1633874,"Acetobacter sp. SLV-7",3106397,2789,NA,"279108","bioproject_id"
1167641,"Pseudomonas geniculata",3660563,3279,NA,"320527","bioproject_id"
1778262,"Candidatus Doolittlea endobia",846562,568,NA,"316505","bioproject_id"
1842533,"Acidovorax sp. RAC01",4574859,4100,NA,"319830","bioproject_id"
1336795,"Formosa sp. Hel3_A1_48",2016454,1866,NA,"328569","bioproject_id"
1526658,"Bosea vaviloviae",6713548,6101,NA,"316801","bioproject_id"
1778263,"Candidatus Hoaglandella endobia",636713,517,NA,"316508","bioproject_id"
1274631,"Bradyrhizobium icense",8322773,7425,NA,"325367","bioproject_id"
1690815,"Pseudonocardia sp. HH130630-07",6680451,5906,NA,"290893","bioproject_id"
1643353,"Candidate division SR1 bacterium Aalborg_AAW-1",1044756,993,NA,"280491","bioproject_id"
1618633,"Candidatus Campbellbacteria bacterium GW2011_OD1_34_28",752630,739,NA,"273161","bioproject_id"
1653480,"Alloactinosynnema sp. L-07",7405112,7284,NA,"290242","bioproject_id"
158500,"Novosphingobium resinovorum",6918128,6113,NA,"336270","bioproject_id"
795665,"Hydrogenophaga sp. PBC",5232477,4907,"Isolated from textile wastewater.","84413","bioproject_id"
274537,"Chlorobaculum limnaeum",2797276,2452,NA,"343781","bioproject_id"
1424294,"Geosporobacter ferrireducens",5817221,5249,NA,"340190","bioproject_id"
1835721,"Secondary endosymbiont of Trabutina mannipara",298471,237,NA,"329215","bioproject_id"
160660,"Acidihalobacter prosperus",3566941,3233,NA,"344521","bioproject_id"
180282,"Delftia tsuruhatensis",7195716,6326,NA,"344535","bioproject_id"
1850246,"Lutibacter sp. LPB0138",3426122,2970,NA,"341557","bioproject_id"
1737403,"Nanohaloarchaea archaeon SG9",1118574,1183,NA,"296403","bioproject_id"
1458985,"Moorea producens",9708656,6706,NA,"345358","bioproject_id"
216778,"Stenotrophomonas rhizophila",4198652,3657,NA,"326321","bioproject_id"
1842536,"Agrobacterium sp. RAC06",4964647,4716,NA,"319838","bioproject_id"
1070130,"Candidatus Gullanella endobia",938041,461,NA,"316504","bioproject_id"
129848,"Methanobacterium curvum",2469575,2345,NA,"342286","bioproject_id"
1774273,"Polaribacter vadi",3809314,3223,NA,"341555","bioproject_id"
1763535,"Hydrogenophaga sp. LPB0072",4944132,4459,NA,"341556","bioproject_id"
76853,"Solibacillus silvestris DSM 12223",3991226,3754,NA,"296936","bioproject_id"
106592,"Ensifer adhaerens Casida A",7267502,6623,NA,"247817","bioproject_id"
93378,"Edwardsiella hoshinae",3811650,3204,NA,"325544","bioproject_id"
621456,"Sphingomonas melonis",4196755,3569,NA,"345324","bioproject_id"
1778264,"Candidatus Mikella endobia",352837,273,NA,"316506","bioproject_id"
1816218,"Colwellia sp. PAMC 20917",4683314,3803,NA,"315484","bioproject_id"
1254,"Pediococcus acidilactici",2131361,1935,NA,"312971","bioproject_id"
1905730,"Pectobacterium parmentieri RNS08.42.1A",5030841,4395,NA,"321811","bioproject_id"
1842534,"Sinorhizobium sp. RAC02",6626583,6267,NA,"319831","bioproject_id"
671223,"Propionibacterium sp. oral taxon 193",2649207,2375,NA,"282954","bioproject_id"
1891280,"Sulfolobus sp. A20",2688317,2497,"Isolated from an acidic hot spring in Laguna Fumarolica, Costa Rica.","339201","bioproject_id"
1873524,"Haloarchaeon HTSR1",1972283,2023,NA,"323694","bioproject_id"
1267001,"Mycoplasma synoviae ATCC 25204",846495,664,NA,"278855","bioproject_id"
964,"Herbaspirillum seropedicae Z67",5509723,4665,NA,"287245","bioproject_id"
1295,"Staphylococcus schleiferi 2317-03",2582931,2293,NA,"270103","bioproject_id"
732,"Aggregatibacter aphrophilus W10433",2414427,2098,NA,"282954","bioproject_id"
85698,"Achromobacter xylosoxidans NCTC10807",6813182,6126,NA,"251923","bioproject_id"
1748,"Acidipropionibacterium acidipropionici CGMCC 1.2230",3651382,3162,NA,"300904","bioproject_id"
37329,"Nocardia farcinica NCTC11134",6459780,6122,NA,"251923","bioproject_id"
518634,"Bifidobacterium breve DSM 20213 = JCM 1192",2269415,1929,NA,"279561","bioproject_id"
84531,"Lysobacter antibioticus ATCC 29479",5765176,5174,NA,"298404","bioproject_id"
195,"Campylobacter coli OR12",2127266,2277,NA,"302283","bioproject_id"
1376,"Aerococcus urinae CCUG36881",1974262,1712,"Isolated from human urine.","308559","bioproject_id"
654,"Aeromonas veronii TH0426",4923009,4244,NA,"293940","bioproject_id"
1248727,"Endosymbiont of unidentified scaly snail isolate Monju",2597759,2249,NA,"231350","bioproject_id"
1407647,"Aggregatibacter actinomycetemcomitans NUM4039",2382853,2364,NA,"296409","bioproject_id"
213585,"Methanosarcina mazei S-6",4142816,3347,NA,"230947","bioproject_id"
1434107,"Methanosarcina barkeri 3",4560446,3475,NA,"230938","bioproject_id"
571,"Klebsiella oxytoca CAV1374",7227285,6622,NA,"246471","bioproject_id"
1175631,"Pectobacterium wasabiae",5043228,4368,NA,"320083","bioproject_id"
54262,"Thermococcus chitonophagus",1969648,2113,NA,"318679","bioproject_id"
1664069,"Bacillus glycinifermentans",4607442,4738,NA,"336149","bioproject_id"
351679,"Xenorhabdus hominickii",4522699,3851,NA,"324515","bioproject_id"
1644131,"Janthinobacterium sp. 1_2014MBL_MicDiv",6453540,5277,NA,"281768","bioproject_id"
818,"Bacteroides thetaiotaomicron 7330",6487685,5071,NA,"289334","bioproject_id"
1912795,"Actinomyces sp. VUL4_3",2207832,1715,NA,"350350","bioproject_id"
185008,"Butyrivibrio hungatei",3386314,3003,NA,"349214","bioproject_id"
1458492,"Myroides sp. ZB35",4065010,3428,NA,"349792","bioproject_id"
186490,"Candidatus Baumannia cicadellinicola B-GSS",636137,550,NA,"255334","bioproject_id"
233316,"Alteromonas stellipolaris LMG 21861",4904192,4078,NA,"307085","bioproject_id"
1899017,"Candidatus Melainabacteria bacterium MEL.A1",1867336,1772,NA,"321218","bioproject_id"
153496,"Kozakia baliensis",3505604,3179,NA,"311264","bioproject_id"
1482,"Virgibacillus halodenitrificans",3917759,3713,NA,"351727","bioproject_id"
880073,"Caldithrix abyssi",4978541,4214,NA,"350778","bioproject_id"
1873524,"Haloarchaeon HSR6",2085946,2100,NA,"328078","bioproject_id"
1679444,"Akkermansia glycaniphila",3074078,2532,"Isolated from the intestine of the reticulated python (Malayopython reticulatus).","341763","bioproject_id"
1906741,"Jeongeupia sp. USM3",3788814,3444,NA,"345402","bioproject_id"
1642646,"Petrimonas mucosa",3717632,3000,NA,"350442","bioproject_id"
1897729,"Halomonas aestuarii",3543891,3150,NA,"353720","bioproject_id"
1917485,"Sulfitobacter sp. AM1-D1",4691010,4383,NA,"353330","bioproject_id"
96345,"Flavobacterium psychrophilum Z2",4142224,3442,NA,"293776","bioproject_id"
1117644,"Mycoplasma canis PG 14",897443,639,NA,"311198","bioproject_id"
28452,"Leptospira alstonii",4591888,4255,NA,"315006","bioproject_id"
556325,"Neomicrococcus aestuarii",2667837,2295,NA,"341787","bioproject_id"
1769779,"Microbulbifer sp. CCB-MM1",3864326,3294,NA,"305828","bioproject_id"
1849031,"Exiguobacterium sp. U13-1",3208634,3174,NA,"320863","bioproject_id"
1905847,"Curtobacterium sp. BH-2-1-1",3795948,3515,"Isolated from the leaf surface of conventionally grown lettuce (Lactuca sativa) in Vestfold, Norway.","345003","bioproject_id"
242606,"Luteibacter rhizovicinus",4765486,4247,NA,"344944","bioproject_id"
535712,"Candidatus Rhodoluna planktonica",1424506,1327,NA,"317698","bioproject_id"
1108595,"Chromobacterium vaccinii",5041230,4497,NA,"342532","bioproject_id"
192,"Azospirillum brasilense Sp7",6587527,5669,NA,"293508","bioproject_id"
1838286,"Lacunisphaera limnophila",4199284,3510,NA,"319155","bioproject_id"
897,"Desulfococcus multivorans",4455399,3938,NA,"310394","bioproject_id"
103817,"Janibacter terrae",3401189,3153,NA,"300616","bioproject_id"
1644130,"Maribacter sp. 1_2014MBL_MicDiv",4399611,3609,NA,"281767","bioproject_id"
587,"Providencia rettgeri",4889093,4484,NA,"342046","bioproject_id"
2177,"Methanohalophilus halophilus",2022959,1981,"Isolated from a cyanobacterial mat and bottom deposits at Hamelin Pool, Shark Bay, northwestern Australia.","342410","bioproject_id"
1911586,"Marinilactibacillus sp. 15R",2767908,2552,NA,"349087","bioproject_id"
991789,"Clostridium propionicum",3120417,2926,NA,"63245","bioproject_id"
1685010,"Chryseobacterium sp. IHB B 10212",4871648,4260,NA,"313490","bioproject_id"
1154756,"Serratia plymuthica PRI-2C",5474685,4986,NA,"84283","bioproject_id"
43657,"Pseudoalteromonas luteoviolacea",6223983,4917,NA,"312897","bioproject_id"
519472,"Vagococcus teuberi",2184285,1935,NA,"343195","bioproject_id"
283686,"Kosakonia radicincitans",5687681,5105,NA,"316511","bioproject_id"
1379270,"Gemmatimonas phototrophica",4716552,3388,NA,"213561","bioproject_id"
502682,"Erythrobacter gangjinensis",2724951,2653,NA,"352100","bioproject_id"
134962,"Nocardia soli",7310115,6307,NA,"353759","bioproject_id"
444444,"Chelatococcus daeguensis",4095174,3753,NA,"353569","bioproject_id"
1920191,"Delftia sp. HK171",6430384,5468,"Isolated from tomato roots.","353889","bioproject_id"
29542,"Pelobacter acetylenicus",3206049,2774,"Freshwater bacterium.","319824","bioproject_id"
1913577,"Gramella sp. LPB0144",2978889,2604,NA,"350755","bioproject_id"
145261,"Methanothermobacter wolfeii",1686891,1792,NA,"357891","bioproject_id"
1850252,"Tenacibaculum sp. LPB0136",3019213,2661,NA,"350758","bioproject_id"
1920883,"Donghicola sp. JLT3646",3147211,3045,NA,"354476","bioproject_id"
396,"Rhizobium phaseoli",6740745,6305,NA,"293118","bioproject_id"
463025,"Bordetella bronchialis",5878756,5030,NA,"318508","bioproject_id"
463014,"Bordetella flabilis",5954318,5194,NA,"318508","bioproject_id"
158836,"Enterobacter hormaechei",5043091,4649,NA,"246471","bioproject_id"
1842532,"Pelobacter sp. SFB93",3218469,2777,"Isolated from sediments collected in San Francisco Bay, CA.","319824","bioproject_id"
1844006,"Phaeobacter sp. P97",4207221,3965,NA,"327072","bioproject_id"
1911587,"Virgibacillus sp. 6R",4749385,4013,NA,"349088","bioproject_id"
1836467,"Maribacter sp. T28",4271158,3609,NA,"357344","bioproject_id"
69,"Lysobacter enzymogenes M497-1",6096022,4891,NA,"354989","bioproject_id"
37332,"Nocardia seriolae",8304518,7794,NA,"325707","bioproject_id"
56956,"Thermus brockianus",2388273,2365,"Isolated from the Geysir geothermal area, Iceland.","314486","bioproject_id"
300019,"Microbacterium paludicola",3410829,3130,NA,"353763","bioproject_id"
1913578,"Sphingopyxis sp. LPB0140",2533041,2359,NA,"350760","bioproject_id"
1670800,"Mesorhizobium sp. B7",5324561,5046,NA,"354894","bioproject_id"
861109,"Sphingobium indicum",3945731,3623,NA,"50313","bioproject_id"
1619070,"Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17",1038683,1091,NA,"273161","bioproject_id"
1303921,"Endosymbiont of Bathymodiolus septemdierum",1469434,1471,NA,"297840","bioproject_id"
1834205,"Burkholderiales bacterium YL45",2923112,2500,NA,"317592","bioproject_id"
499555,"Dietzia timorensis",3607892,3306,NA,"345110","bioproject_id"
1492737,"Flavobacterium gilvum",4402594,3463,NA,"341566","bioproject_id"
754502,"Paraburkholderia sprentiae",7829542,6701,NA,"344837","bioproject_id"
1248439,"Anaplasma ovis",1191577,943,NA,"243623","bioproject_id"
96773,"Thauera chlorobenzoica",3735506,3396,NA,"340223","bioproject_id"
888845,"Minicystis rosea",16040666,14018,NA,"321464","bioproject_id"
1729720,"Salegentibacter sp. T436",4086550,3499,NA,"297197","bioproject_id"
257708,"Roseomonas gilardii",5412463,4714,NA,"320863","bioproject_id"
285473,"Streptomyces rubrolavendulae",6543262,5425,NA,"317020","bioproject_id"
152331,"Lactobacillus parabuchneri",2726576,2566,NA,"357007","bioproject_id"
29430,"Acinetobacter haemolyticus",3538838,3178,NA,"358138","bioproject_id"
1612551,"Actinoalloteichus sp. GBA129-24",7275385,6178,NA,"275159","bioproject_id"
216938,"Spiroplasma helicoides",1326546,1151,NA,"253649","bioproject_id"
194963,"Sinorhizobium americanum",6751508,6400,"Isolated from nodules.","298565","bioproject_id"
1387353,"Paludisphaera borealis",7651896,5720,"Isolated from acidic boreal wetlands.","354242","bioproject_id"
1484693,"Rhodoferax saidenbachensis",4264855,3936,NA,"361194","bioproject_id"
1747,"Cutibacterium acnes",2522438,2212,NA,"270126","bioproject_id"
1462747,"Thermosipho sp. 1063",1766633,1706,NA,"231770","bioproject_id"
1434113,"Methanosarcina mazei C16",4166241,3371,NA,"230945","bioproject_id"
33050,"Sphingopyxis macrogoltabida 203",5748623,5533,NA,"260764","bioproject_id"
2133,"Spiroplasma citri",1640878,1933,NA,"296877","bioproject_id"
