microbe_id,kingdom,phylum,class,order,family,genus,species,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,plant_pathogen_citation
6995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia birgiae,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,
6996,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Sida yellow vein Madurai virus,,,,,,,,,0,,,,,,,,,,,,,
6997,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella,Kangiella koreensis,0,,0,,,,33.5,,0,,,,,,0,,0,,1,,0,
6998,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,TYLCAxV Sic1 IT Sic2 2 04,,,,,,,,,,,,,,,,,,,,,,
6999,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai,,,,,,,,,,,,,,,,,,,,,,
7000,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Lambdapapillomavirus,Crocuta crocuta papillomavirus 1,,,0,,,,,,0,,,,,,1,,,,,,0,
7001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium sp PM,0,,,,,,,,1,,,,,,,,,,,,,
7002,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia limnaea,0,,0,,0,,20.0,,1,,,,,,0,,0,,,,0,
7003,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii calcoaceticus nosocomialis,0,,0,,,,,,0,,1,,,,0,,0,,,,0,
7004,Viruses,Viruses noname,Viruses noname,Viruses noname,Leviviridae,Levivirus,Enterobacteria phage Hgal1,,,,,,,,,,,,,,,,,,,,,,
7005,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter sp X513,1,,0,,,,,,1,,,,,,,,1,,,,,
7006,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas vesicatoria,,,0,,,,,,0,,,,,,,,,,2,,,
7007,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio norvegicus,,,0,,,,,,,,,,,,,,,,,,0,
7008,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales noname,Flavobacteriales noname,Flavobacteriales bacterium ALC 1,0,,0,,,,,,,,,,,,,,,,,,,
7009,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,East Asian Passiflora virus,,,0,,0,,,,,,0,,,,,,0,,,,1,
7010,Viruses,Viruses noname,Viruses noname,Viruses noname,Inoviridae,Inovirus,Vibrio phage KSF 1phi,,,,,,,,,0,,,,,,,,,,,,,
7011,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia,Candidatus Blochmannia chromaiodes,0,,0,,,,,,0,,,,,,0,,,,,,0,
7012,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloterrigena,Haloterrigena turkmenica,0,,0,,,,37.0,,1,,,,,,0,,0,,,,0,
7013,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp oral taxon 056,1,,1,,,,,,0,,,,,,0,,,,,,0,
7014,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Helicobacter phage KHP40,,,,,,,,,0,,0,,,,0,,0,,,,0,
7015,Archaea,Thaumarchaeota,Thaumarchaeota noname,Cenarchaeales,Cenarchaeaceae,Cenarchaeum,Cenarchaeum symbiosum,,,0,,,,10.0,,1,,,,,,0,,,,,,0,
7016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,1,,,,,,,,1,,,,,,0,,0,,,,0,
7017,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Deltapapillomavirus,Camelus dromedarius papillomavirus type 2,,,,,,,,,,,,,,,,,,,,,,
7018,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae noname,Lachnospiraceae bacterium 5 1 57FAA,1,,1,,1,,37.0,,0,,1,,7.0,,0,,,,,,0,
7019,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVIII Incertae Sedis,Symbiobacterium,Symbiobacterium thermophilum,0,,0,,,,,,1,,,,7.5,,0,,0,,,,0,
7020,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Papillomaviridae noname,Bettongia penicillata papillomavirus 1,,,,,,,,,,,,,,,1,,,,,,,
7021,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum,1,,1,,,,38.0,,0,,,,6.5,,0,,0,,,,0,
7022,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium indicum,0,,0,,,,,,0,,,,,,0,,0,,,,0,
7023,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Squash leaf curl China virus,,,,,,,,,,,,,,,,,,,,,1,
7024,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Synechococcus,Synechococcus sp CC9605,,,0,,,,32.5,,,,,,,,,,0,,,,,
7025,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Marine RNA virus SOG,,,0,,,,,,0,,0,,,,0,,0,,,,0,
7026,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Corchorus yellow vein mosaic virus,0,,0,,0,,46.0,,0,,0,,,,0,,0,,,,1,
7027,Viruses,Viruses noname,Viruses noname,Viruses noname,Phycodnaviridae,Prymnesiovirus,Phaeocystis globosa virus,,,0,,1,,,,0,,1,,,,,,,,,,,
7028,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis,2,,1,,,,37.0,,0,,,,,,0,,0,,1,,0,
7029,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp CIP 110321,0,,0,,,,,,,,,,,,0,,,,2,,0,
7030,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas oryziterrae,0,,0,,1,,,,0,,0,,7.5,,0,,0,,1,,0,
7031,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyviridae noname,Sunflower mild mosaic virus,,,0,,0,,,,0,,,,,,,,,,,,,
7032,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,1,,1,,1,,,,0,,,,,,0,,,,2,,0,
7033,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp oral taxon 380,0,,1,,,,36.0,,1,,,,,,1,,0,,,,0,
7034,Bacteria,Verrucomicrobia,Verrucomicrobia noname,Verrucomicrobia noname,Verrucomicrobia noname,Verrucomicrobia noname,Verrucomicrobia bacterium SCGC AAA164 A21,,,0,,,,,,,,,,,,0,,,,,,0,
7035,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,Fibrisoma limi,0,,0,,,,,,0,,,,,,,,,,,,,
7036,Viruses,Viruses noname,Viruses noname,Viruses noname,Adenoviridae,Mastadenovirus,Human adenovirus D,,,,,,,,,,,,,,,1,,,,,,,
7037,Bacteria,Cyanobacteria,Cyanobacteria noname,Stigonematales,Stigonematales noname,Fischerella,Fischerella sp JSC 11,0,,0,,,,,,,,,,,,,,,,,,,
7038,Viruses,Viruses noname,Viruses noname,Viruses noname,Circoviridae,Circovirus,Canary circovirus,,,0,,,,,,0,,,,,,1,,,,,,0,
7039,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp SirexAA E,1,,0,,,,30.0,,0,,,,,,,,1,,,,0,
7040,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia wiggsiae,1,,1,,,,32.5,,0,,,,5.0,,1,,0,,,,0,
7041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp JGI 0001005 K05,,,0,,,,,,,,,,,,0,,,,,,0,
7042,Viruses,Viruses noname,Viruses noname,Viruses noname,Lipothrixviridae,Deltalipothrixvirus,Acidianus filamentous virus 2,,,,,,,,,0,,,,,,,,,,,,,
7043,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pasteurii,1,,,,,,,,,,,,,,,,,,,,,
7044,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium sp KPL1849,1,,1,,,,37.0,,0,,,,,,0,,0,,2,,0,
7045,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 1,,,,,,,,,,,,,,,1,,,,,,,
7046,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,,,,,,,,,,,,,,,,,,,,,,
7047,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Badnavirus,Kalanchoe top spotting virus,,,0,,,,,,0,,,,,,0,,,,,,1,
7048,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Curtovirus,Spinach severe curly top virus,,,0,,,,,,,,,,,,0,,,,,,1,
7049,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus spitiensis,1,,0,,,,25.0,,0,,,,8.0,,0,,0,,1,,0,
7050,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Badnavirus,Dracaena mottle virus,,,0,,,,,,0,,,,,,0,,,,,,1,
7051,Viruses,Viruses noname,Viruses noname,Viruses noname,Rudiviridae,Rudivirus,Sulfolobus turreted icosahedral virus,,,,,0,,3.0,,1,,0,,,,1,,,,,,0,
7052,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp MED222,0,,0,,,,,,0,,,,,,0,,0,,,,0,
7053,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage LittleCherry,,,0,,,,,,0,,,,,,0,,,,,,0,
7054,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp PAMC 25886,0,,,,,,,,,,1,,,,,,0,,,,,
7055,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Ahjdlikevirus,Staphylococcus phage SAP 2,,,,,,,,,0,,0,,,,0,,0,,,,0,
7056,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula argentinensis,0,,0,,,,,,1,,,,,,,,,,,,,
7057,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp BSi20495,0,,0,,,,,,0,,1,,,,0,,0,,1,,0,
7058,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia intracellularis,0,,,,1,,37.0,,,,,,,,1,,0,,2,,,
7059,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense,1,,1,,1,,37.0,,0,,,,,,0,,0,,,,0,
7060,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp CM59,0,,1,,,,37.0,,1,,,,,,1,,,,,,0,
7061,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium paucimobilis,0,,0,,,,32.5,,,,,,,,,,0,,2,,,
7062,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,0,,0,,,,37.0,,0,,1,,,,1,,0,,1,,0,
7063,Viruses,Viruses noname,Viruses noname,Viruses noname,Reoviridae,Orbivirus,Great Island virus,,,0,,,,,,0,,,,,,1,,,,,,0,
7064,Viruses,Viruses noname,Viruses noname,Picornavirales,Picornavirales noname,Bacillarnavirus,Rhizosolenia setigera RNA virus 01,,,,,,,15.0,,,,,,,,,,,,,,,
7065,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc kimchii,1,,,,,,,,0,,,,,,,,,,,,,
7066,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia bronchialis,1,,0,,1,,,,0,,,,,,0,,,,2,,0,
7067,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Dianthovirus,Carnation ringspot virus,,,,,,,,,,,,,,,,,,,,,1,
7068,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,Sulfuricurvum kujiense,0,,,,,,,,,,,,7.0,,,,0,,,,,
7069,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus jilinensis,1,,0,,,,32.0,,1,,,,9.0,,,,1,,,,,
7070,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp Y412MC10,1,,0,,1,,37.0,,0,,1,,6.37,,0,,1,,1,,0,
7071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp CCS1,,,,,,,,,,,,,,,,,,,1,,,
7072,Viroids,Viroids noname,Viroids noname,Viroids noname,Pospiviroidae,Apscaviroid,Australian grapevine viroid,,,,,,,,,0,,0,,,,0,,0,,,,1,
7073,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,I3likevirus,Mycobacterium phage ET08,,,,,,,,,0,,0,,,,0,,0,,,,0,
7074,Viruses,Viruses noname,Viruses noname,Viruses noname,Lipothrixviridae,Gammalipothrixvirus,Acidianus filamentous virus 1,,,,,,,,,0,,,,,,,,,,,,,
7075,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Staphylococcus phage phiNM,,,1,,,,,,0,,,,,,0,,,,,,0,
7076,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Haloarcula phage SH1,,,,,,,,,,,,,,,,,,,,,,
7077,Viruses,Viruses noname,Viruses noname,Viruses noname,Anelloviridae,Alphatorquevirus,Torque teno virus 26,,,,,,,,,,,,,,,1,,,,,,,
7078,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Beet black scorch virus satellite RNA,,,,,,,,,,,,,,,,,,,,,1,
7079,Viruses,Viruses noname,Viruses noname,Picornavirales,Secoviridae,Fabavirus,Broad bean wilt virus 2,,,0,,,,,,0,,,,,,0,,,,,,1,
7080,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Zea mosaic virus,,,,,,,,,,,,,,,,,,,,,1,
7081,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum,1,,0,,1,,,,0,,,,,,0,,0,,2,,0,
7082,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia philipii,0,,1,,1,,,,,,,,,,1,,0,,3,,0,
7083,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Ageratum Yellow vein China virus OX1,,,0,,0,,,,0,,,,,,0,,,,,,1,
7084,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Yatapoxvirus,Yaba monkey tumor virus,,,0,,0,,,,0,,0,,,,1,,0,,,,0,
7085,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp D22,0,,0,,,,,,,,,,,,,,0,,,,,
7086,Viruses,Viruses noname,Viruses noname,Viruses noname,Arenaviridae,Arenavirus,Ippy virus,,,,,,,,,,,,,,,1,,,,,,,
7087,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Strawberry latent ringspot virus satellite RNA,1,,0,,,,,,,,,,,,0,,0,,,,1,
7088,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato golden leaf spot virus,,,,,,,,,,,,,,,,,,,,,,
7089,Viruses,Viruses noname,Viruses noname,Viruses noname,Inoviridae,Inovirus,Ralstonia phage RSM3,,,,,,,,,,,,,,,,,,,,,,
7090,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria noname,Gammaproteobacteria noname,Gammaproteobacteria noname,endosymbiont of Bathymodiolus sp,,,,,,,,,,,,,,,,,,,,,,
7091,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp ATexAB D23,1,,0,,,,,,,,,,,,0,,1,,,,0,
7092,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas,Endozoicomonas elysicola,0,,0,,,,26.0,,0,,,,8.0,,0,,,,,,0,
7093,Viruses,Viruses noname,Viruses noname,Tymovirales,Tymoviridae,Marafivirus,Oat blue dwarf virus,,,,,,,,,,,,,,,,,,,,,,
7094,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp 351MFTsu5 1,1,,0,,,,,,,,,,,,1,,1,,,,0,
7095,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,1,,1,,1,,30.0,,0,,1,,,,,,0,,2,,0,
7096,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactobacillus phage Lc Nu,,,,,,,,,0,,0,,,,0,,0,,,,0,
7097,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Okra yellow vein mosaic virus,,,,,,,,,,,,,,,,,,,,,1,
7098,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp MGH 24,0,,,,,,,,0,,,,,,,,0,,,,0,
7099,Viruses,Viruses noname,Viruses noname,Tymovirales,Betaflexiviridae,Carlavirus,Shallot latent virus,,,,,,,,,,,,,,,,,,,,,,
7100,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum,1,,1,,,,37.0,,1,,,,,,0,,0,,1,,0,
7101,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Pseudomonas phage JG024,,,,,,,,,0,,0,,,,0,,0,,,,0,
7102,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus neapolitanus,,,,,,,,,1,,,,,,,,,,,,,
7103,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium propionicum,1,,0,,1,,37.0,,0,,1,,,,,,0,,2,,0,
7104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp 4 3 54A2FAA,,,,,,,,,,,,,,,,,,,,,,
7105,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas sp FOBRC6,,,,,,,,,,,,,,,,,,,,,,
7106,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp M18,0,,,,,,,,1,,,,,,,,0,,1,,,
7107,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,P2likeviruses,Enterobacteria phage fiAA91 ss,,,,,,,,,0,,0,,,,0,,0,,,,0,
7108,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Janibacter sp HTCC2649,1,,0,,,,,,,,,,,,0,,,,1,,0,
7109,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato yellow leaf curl Thailand virus,,,,,,,,,,,,,,,,,,,,,,
7110,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halogeometricum,Halogeometricum borinquense,0,,0,,,,40.0,,1,,,,7.0,,0,,0,,,,0,
7111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp BS35b,1,,,,,,,,0,,,,,,,,0,,,,,
7112,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium fortuitum,,,0,,1,,,,0,,1,,,,,,,,2,,0,
7113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium rhodesiae,,,0,,1,,37.0,,0,,,,,,,,0,,2,,0,
7114,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp 2 A 57 CT2,,,,,,,,,,,,,,,,,,,,,,
7115,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius,1,,0,,1,,,,0,,1,,,,1,,0,,2,,0,
7116,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Becurtovirus,Spinach curly top Arizona virus,,,0,,,,,,0,,,,,,0,,,,,,1,
7117,Viruses,Viruses noname,Viruses noname,Viruses noname,Microviridae,Bdellomicrovirus,Bdellovibrio phage phiMH2K,0,,0,,,,,,0,,,,7.5,,1,,,,,,1,
7118,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,1,,,,,,,,0,,,,,,,,,,,,,
7119,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Rhodanobacter spathiphylli,0,,,,,,,,,,,,,,,,0,,1,,,
7120,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga lettingae,0,,0,,0,,65.0,,1,,,,7.0,,0,,0,,,,0,
7121,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Gammaretrovirus,Gibbon ape leukemia virus,,,,,,,,,,,,,,,1,,,,,,0,
7122,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Synechococcus,Synechococcus sp CB0101,0,,0,,,,32.5,,,,,,,,,,,,,,,
7123,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Sweet potato leaf curl Canary virus,,,0,,0,,,,0,,0,,,,0,,0,,,,1,
7124,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Mastrevirus,Sugarcane streak Reunion virus,,,0,,0,,,,0,,,,,,0,,,,,,1,
7125,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Bacillus phage TP21 L,,,,,,,,,0,,0,,,,0,,0,,,,0,
7126,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,0,,,,,,29.0,,0,,,,7.15,,0,,0,,1,,0,
7127,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,0,,,,1,,39.0,,0,,,,,,1,,,,,,0,
7128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,0,,,,,,28.0,,0,,,,7.0,,,,0,,,,,
7129,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis,0,,1,,,,37.0,,0,,,,,,1,,0,,2,,0,
7130,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp MED105,0,,,,,,,,0,,,,,,,,0,,1,,,
7131,Viruses,Viruses noname,Viruses noname,Tymovirales,Tymoviridae,Tymovirus,Andean potato latent virus,,,0,,,,,,0,,0,,,,0,,0,,,,1,
7132,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nectaris,0,,,,,,,,0,,,,,,,,0,,,,1,
7133,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Verbena virus Y,,,0,,,,,,,,,,,,,,,,,,,
7134,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptococcus phage PH15,,,1,,,,,,0,,,,,,0,,,,,,0,
7135,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium plexicaudatum,1,,0,,0,,37.0,,0,,0,,,,0,,0,,,,0,
7136,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Maruca vitrata nucleopolyhedrovirus,,,,,,,,,,,,,,,,,,,,,,
7137,Viruses,Viruses noname,Viruses noname,Mononegavirales,Rhabdoviridae,Sigmavirus,Drosophila melanogaster sigmavirus,,,,,,,,,,,,,,,0,,,,,,0,
7138,Viruses,Viruses noname,Viruses noname,Mononegavirales,Rhabdoviridae,Perhabdovirus,Anguillid rhabdovirus,,,0,,0,,,,0,,,,,,1,,,,,,,
7139,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus donghaensis,1,,0,,,,27.5,,0,,,,7.75,,0,,0,,1,,0,
7140,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,Jonquetella sp BV3C21,0,,1,,,,,,,,,,,,,,,,,,,
7141,Viroids,Viroids noname,Viroids noname,Viroids noname,Pospiviroidae,Pospiviroid,Tomato apical stunt viroid,,,,,,,,,0,,0,,,,0,,0,,,,1,
7142,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Yatapoxvirus,Tanapox virus,,,0,,0,,,,0,,0,,,,1,,0,,,,0,
7143,Viruses,Viruses noname,Viruses noname,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies virus,0,,0,,0,,,,0,,,,,,1,,,,,,0,
7144,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,East African cassava mosaic Malawi virus,,,0,,0,,30.0,,,,,,,,0,,,,,,1,
7145,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,0,,,,,,,,,,,,,,,,,,2,,,
7146,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Gossypium punctatum mild leaf curl virus,,,0,,0,,,,,,,,,,0,,,,,,1,
