Original,New
Isolated from sea ice of the Antarctic.,water_marine_cold
Isolated from a surface water sample collected in the harbor of the island of Helgoland in the North Sea.,water_marine
Isolated from the hydrocarbon-enrichment set-up from the Antarctic seawater.,water_marine_cold
Isolated from the hindgut of the wood-feeding termite Reticulitermes flavipes.,host_animal_ectotherm
Isolated from sweetgum (Liquidambar styraciflua) wood.,host_plant_vasculature
Isolated from cystic fibrosis patient.,host_animal_endotherm
Isolated from soil litter surrounding oxalate-producing plant of the genus Oxalis.,litter
"Effective diazotrophic symbiont of the leguminous tree Mimosa flocculosa Burkart, which is endemic to South America. Highly specific and effective in fixing nitrogen with the host species and is unusual in its capacity to grow in vitro at 40 deg C without losing its symbiotic properties. Isolated from a root nodule of Mimosa flocculosa, endemic to southern South America.",host_plant_rootnodule
"Isolated from sea ice at high-latitude Arctic locations (77deg 30min N to approximately 81deg 12min N), including the Canadian Basin and Greenland Sea.",water_marine_cold
Anoxygenic phototroph.,unclassified
"Isolated from a soil sample collected in King George Island, Antarctica (62 deg 14 min 11 sec S, 58 deg 43 min 04 sec W).",soil
Freshwater bacterium.,water_fresh
Isolated from an algal mat collected from a sulfurous spring in Campania (Italy).,host_algae
"Capable of growing on cis-1,2-dichloroethene (cDCE) as a sole carbon and energy source and may be useful for bioremediation of chlorinated solvent-contaminated sites. Isolated from a granular activated-carbon filter treating chloroethene-contaminated groundwater.",unclassified
Isolated from the thallus of Fucus evanescens (marine brown macroalgae) sampled from the Kraternaya Bight of the Kurile Islands in the Pacific Ocean.,host_algae
"Isolated from a decaying amphipod collected at a depth of 5,700 m in the central North Pacific Ocean.",water_marine_deep
"Isolated from the benthal mud of a petroleum-contaminated site in Bohai Sea, China.",sediment_marine
"Hyperthermophilic, anaerobic, and heterotrophic archaeon. Grows well at 95 deg C on maltose, cellobiose, or peptides with concomitant production of H2S from elemental sulfur and H2 in relatively equal proportions. Isolated in May 2004 from a piece of a deep-sea hydrothermal sulfide chimney on the Endeavour Segment of the Juan de Fuca Ridge in the northeastern Pacific Ocean.",sediment_marine_hydrothermal
Isolated from an arsenic-containing goldmine.,rock_deep
Isolated from a contaminated terrestrial subsurface environment.,rock_deep
"Metabolically versatile, Fe(III)-reducing, facultative anaerobic microorganism. Converts sugars to electricity, oxidizing the sugars to carbon dioxide with quantitative electron transfer to graphite electrodes in microbial fuel cells. Isolated from subsurface sediments in Oyster Bay, VA.",sediment_marine
"Photosynthetic purple nonsulfur bacterium. Favors growth in an anoxygenic, photosynthetic N2-fixing environment. Originated from hot spring mud in Wyoming, United States.",water_hotspring
Isolated from the soil of Lengduo on the Tibet plateau of China.,soil
Isolated from peat-bog in Ireland.,soil_organic_peat
Isolated from the top aerobic sediment layer of the hypersaline chloride-sulfate Lake Baskunchak (south Russia).,hypersaline
"Isolated from an anaerobic enrichment culture inoculated with slurries of a cyanobacterial mat retrieved from the hypersaline Lake 21 on the Kiritimati atoll (Northern Line Islands, Republic of Kiribati).",hypersaline
"Isolated from La Jolla beach in San Diego, California.",sediment_marine
"Isolated from the active sludge of a wastewater-treatment system of a pesticide manufacturer in Hangzhou City, China.",sludge
Originally discovered as a contaminant of a human cell culture. obligate intracellular bacterium.,host_animal_endotherm
Isolated from nodules.,host_plant_rootnodule
Isolated from a hand wound following impalement with a tree branch.,host_animal_endotherm_surface
"Isolated from the gut of a green-eyed horsefly (Tabanus nigrovittatus), collected at Ocracoke Island in North Carolina in 1983.",host_animal_ectotherm
Isolated from faecal samples of Tibetan antelopes.,host_animal_endotherm_feces
"Synthesizes the antibiotic roseoflavin, a structural riboflavin (vitamin B2) analog.",unclassified
"Isolated from soil sample derived from Gaza Ki, Wakayama Pref. Japan.",soil
Isolated from vegetable garden soil.,soil_agricultural
"Isolated from the hypolimnion of Lake Mizugaki, a freshwater lake.",water_fresh
"Isolated from anoxic mud of a forest pond near Heinigen, Braunschweig area, Germany.",sediment_fresh
Isolated from activated sludge of a wastewater treatment plant.,sludge
Isolated from the edge of California Current at a depth of 95m in 1993.,water_marine
"Moderately thermophilic and strictly anaerobic for growth. Capable of fermenting quite a number of amino acids. The growth and the substrate conversion are strongly enhanced by co-cultivation with methanogens. Grows lithoheterotrophically with H2 as electron donor, S0 as electron acceptor, and yeast extract as carbon source. Isolated from sludge sample taken from an upflow anaerobic sludge bed (UASB) reactor of a sugar refinery in The Netherlands.",sludge
"Aerobic, obligately thermophilic organism. Has two distinct types of transcriptionally active 16S rRNA genes. Utilizes inositol and rhamnose for growth, but does not hydrolyze starch and utilize arabinose and glycerol. Negative for iodinin production and nitrate reduction. Isolated from decaying manure in Berlin, Germany in 1954.",compost
Isolated from a Paralvinella sp. polychaete worm collected from a hydrothermal vent on the Endeavor Segment in the NorthEastern Pacific Ocean.,host_animal_ectotherm
"Isolated from the deep-sea hydrothermal vent field Beebe, in the Cayman Trough, at 4964-m water depth (18 deg 32.7881= N, 81 deg 43.11844= W).",sediment_marine_hydrothermal
"Isolated from a mud sample from a black mud pit (86 deg C, pH 5.5) located near Pauzhetka (Kamchatka Peninsula, Russia).",volcanic_active
Isolated from municipal refuse compost samples.,compost
"Hyperthermophilic, heterotrophic, strictly anaerobic and fermentative phenotype. Isolated from water and sediment samples of a terrestrial circumneutral hot solfataric spring (""Obsidian Pool"") located in the Mud Volcano area of the Yellowstone National Park, Wyoming.",water_hotspring
"Isolated from the Geysir geothermal area, Iceland.",water_hotspring
Isolated from deep-sea water of the Southeastern Pacific.,water_marine_deep
Isolated from a hydrothermal vent chimney in the Okinawa Trough.,sediment_marine_hydrothermal
Isolated from seawater collected from the Red Sea in 2009.,water_marine
Isolated from contaminated Leptospira culture medium.,unclassified
Isolated from a deep marine sediment sample collected from the East Sea (Sea of Japan).,sediment_marine_deep
Isolated from the culture broth of Picochlorum sp. 122 (marine microalgae) sampled from the Indian Ocean.,water_marine
"Isolated from seawater samples collected in the Sagami Bay (35 degrees 00 minutes=N, 139 degrees 20 minutes=E; depth, 100 m).",water_marine
fermented vinegar broth,food_fermented
artisanal wheat sourdough,food_fermented
fermented fish,food_fermented
municipal sewage,wastewater
vacuum-packed beef,food
marinated fish product,food
swine waste-corn fermentation,food_fermented
cattle waste-corn fermentation,food_fermented
dental plaque of baboon,host_animal_endotherm_oral
"gastric biopsies, human stomach mucosa",host_animal_endotherm
honey stomach of honeybee,host_animal_ectotherm
stomachs of honeybees,host_animal_ectotherm
faeces of wild japanese wood mouse,host_animal_endotherm_feces
surface of a eutrophic freshwater pond,water_fresh
intestine of chicken,host_animal_endotherm_intestinal
faeces of chicken,host_animal_endotherm_feces
orchardgrass silage,food_fermented
blown cheese,food
digestive tracts of bumblebee queens,host_animal_ectotherm
bumble bee gut,host_animal_ectotherm
faeces of canada goose,host_animal_endotherm_feces
faeces,host_animal_endotherm_feces
tomato pulp,plant
cocoa bean heap fermentation,food_fermented
fermented tea leaves (miang),food_fermented
fermented brine used for stinky tofu production,food_fermented
lungs of beaked whale,host_animal_endotherm_nasopharyngeal
human vagina,host_animal_endotherm_vagina
fermenting apple juice,food_fermented
composting material of distilled shochu residue,compost
walls of a distilled spirit fermenting cellar,biofilm
silage,food_fermented
air of cow shed,other
eye,host_animal
wheat sourdough,food
tofu brine,food
bulgarian youghourt,food
sour grain mash,food_fermented
traditional dairy fermented product (dahi type),food_fermented
dolo wort (alcoholic fermented beverage),food_fermented
maize silage,food_fermented
faeces of horses,host_animal_endotherm_feces
healthy thoroughbred racehorse,host_animal_endotherm
faeces of thoroughbred horse,host_animal_endotherm_feces
animal faeces,host_animal_endotherm_feces
sausage,food
human saliva,host_animal_endotherm_oral
flower of caltha palustris,host_plant
peony (paeonia suffruticosa),host_plant
fermented soybean,food_fermented
rye-bran sourdough,food_fermented
rice bran paste,food
"fu-tsai, a traditional fermented mustard product",food_fermented
chicken crop,host_animal_endotherm_oral
cocoa fermentation,food_fermented
gorilla faeces,host_animal_endotherm_feces
grass silage,food_fermented
faeces of hamster,host_animal_endotherm_feces
chinese traditional fermented vegetable,food_fermented
chinese pickle,food_fermented
malt whiskey fermentation,food_fermented
fermented white radish,food_fermented
wine,food
human intestine,host_animal_endotherm_feces
spoiled sake,food_fermented
malted barley,food_fermented
"pigeon, crop",host_animal_endotherm_oral
fermented raw meat,food_fermented
intestine of rat,host_animal_endotherm_intestinal
human vaginal discharge,host_animal_endotherm_vagina
kefir grains,food_fermented
"sunki, a japanese traditional pickle",food_fermented
chicken intestine,host_animal_endotherm_intestinal
cabbage kimchi,food_fermented
commercial grape wine,food
spoilt beer,food
sour beer,food
wine must,host_plant
cassava sour starch fermentation,food_fermented
sourdough,food_fermented
pig small intestine,host_animal_endotherm_intestinal
pickle,food_fermented
partially fermented wine,food_fermented
sudangrass silage sample,food_fermented
japanese pickles,food_fermented
bobal wine,food
broiler leg,host_animal_endotherm
fermented rice grain,food_fermented
"chrysanthemum, oze national park",host_plant
jaguar faeces,host_animal_endotherm_feces
wheat,host_plant
kefir grain,food_fermented
beer contaminant,food
yeast storage tank containing lager beer,food_fermented
organe lemonade,food
pickled cabbage,food_fermented
fermented cassava roots (fufu),food_fermented
"pobuzih (fermented cummingcordia), cordia dichotoma",food_fermented
rye sourdough,food_fermented
nem chua (fermented meat),food_fermented
lung of parrot,host_animal_endotherm_nasopharyngeal
renning,food
intestine of adult,host_animal_endotherm_intestinal
digestive tract of rodents,host_animal_endotherm
bovine rumen,host_animal_endotherm_rumen
pig faeces,host_animal_endotherm_feces
fermented meat product,food_fermented
"""moto"" starter of sake",food
saliva,host_animal_endotherm_oral
faeces of a japanese healthy adult male,host_animal_endotherm_feces
shochu mash,food_fermented
chili bo,food
faeces of healthy 100-year-old japanese female,host_animal_endotherm_feces
"senmaizuke, a japanese pickle",food_fermented
fermented dairy beverage,food_fermented
spanish natural cider,food_fermented
